L,59
R,94
L,74
L,61
R,5
R,691
R,4
R,19
L,535
R,16
R,99
L,99
R,12
L,431
R,29
L,218
R,73
L,56
R,91
L,593
L,55
L,40
L,82
R,99
L,29
R,39
L,819
L,85
R,85
L,3
R,34
R,79
R,70
R,17
L,80
L,69
R,98
R,64
R,70
R,5
L,5
R,93
R,75
L,1
R,120
L,88
L,14
R,15
L,61
L,539
R,258
R,22
L,80
L,15
R,40
L,25
R,5
R,62
L,21
R,50
L,65
R,95
R,74
L,38
L,62
L,72
R,94
L,953
R,22
R,90
L,81
R,97
R,172
L,38
R,5
R,164
L,58
R,7
R,55
R,763
R,33
R,65
L,910
R,45
L,95
L,5
L,5
L,62
R,67
R,53
R,81
L,94
R,10
L,26
L,83
L,865
R,42
R,36
R,12
L,25
R,759
L,8
L,77
L,15
L,15
R,15
L,99
R,16
R,68
L,85
L,97
R,950
L,88
L,44
L,21
L,65
R,465
L,88
R,38
L,1
L,5
R,11
R,20
R,86
L,28
L,33
L,97
L,3
L,738
R,38
R,78
L,771
L,79
R,821
R,51
R,62
R,19
R,473
R,378
L,32
L,87
R,47
R,42
L,294
L,78
L,25
L,53
L,93
L,259
L,83
R,86
R,61
R,67
L,11
R,80
L,19
R,19
R,81
R,71
L,30
L,22
L,32
L,66
L,8
L,10
L,961
R,77
R,8
R,3
L,61
R,42
R,408
L,27
L,113
L,70
R,10
L,252
R,88
R,64
R,41
L,665
R,39
R,38
L,78
L,6
L,239
L,30
R,637
L,87
L,42
L,35
L,16
R,909
R,97
R,89
R,37
L,289
R,36
R,350
L,9
L,86
R,68
R,13
R,28
L,85
R,85
R,95
L,95
R,51
L,24
L,455
L,49
R,77
R,61
R,39
R,65
R,35
L,96
L,50
R,446
R,72
R,28
L,29
R,17
R,268
L,456
R,148
R,829
L,77
R,543
L,97
L,13
R,25
R,22
R,53
R,63
L,9
R,13
L,10
R,10
R,21
L,89
R,77
R,6
R,15
R,70
R,9
L,38
L,38
L,414
R,55
L,517
L,84
L,73
R,28
R,820
L,87
L,17
L,44
L,59
R,7
R,752
L,32
L,68
R,34
R,64
R,531
R,30
R,12
L,278
R,7
R,275
L,59
R,792
L,98
L,26
L,46
R,13
L,33
R,82
L,76
L,67
L,66
L,91
R,63
L,26
R,563
L,65
L,35
R,683
R,64
L,15
R,8
R,788
L,328
R,41
L,6
L,15
L,220
R,37
L,837
R,18
L,717
R,27
R,72
L,56
L,431
R,81
L,94
L,18
R,92
R,23
R,94
L,18
L,73
R,77
L,29
L,10
R,62
L,10
R,53
R,88
L,61
R,30
R,179
R,77
L,266
L,83
R,55
R,9
R,29
L,2
R,2
R,21
L,71
L,50
L,25
R,25
L,78
L,99
L,71
L,54
R,2
L,96
L,65
R,53
L,92
L,1
R,43
R,58
L,40
R,75
R,65
L,958
R,57
L,322
R,10
L,17
L,25
L,37
L,308
R,653
L,5
L,16
L,285
L,47
R,38
R,24
L,62
L,91
R,95
L,36
R,57
R,75
R,205
R,48
L,52
L,35
L,14
R,1
R,73
R,27
R,465
L,18
R,25
L,25
L,370
L,268
R,51
L,52
R,39
L,856
L,74
R,834
L,28
L,80
L,96
R,45
R,55
R,72
L,10
L,40
R,84
L,901
L,105
L,81
L,62
R,85
L,42
R,80
R,7
R,13
R,91
L,91
L,72
R,14
L,87
R,16
L,71
R,59
L,5
R,66
L,78
R,14
L,74
L,82
R,440
R,638
R,36
L,72
L,3
R,86
L,13
L,50
L,863
R,21
L,54
L,66
R,90
L,67
R,746
L,69
R,37
R,63
R,87
R,40
L,880
L,47
L,63
L,886
L,77
L,67
R,38
R,32
R,72
R,51
L,86
R,60
R,30
R,896
R,91
L,891
L,84
R,584
R,98
L,98
L,89
L,54
L,557
L,282
L,87
R,48
R,557
R,3
L,52
L,20
R,533
R,33
R,198
R,82
R,87
L,86
L,14
R,48
L,736
L,684
R,29
R,5
L,594
L,68
L,49
R,36
R,20
L,7
L,70
L,7
L,223
L,42
L,358
R,49
L,582
R,33
L,59
R,59
L,52
R,52
R,660
L,33
R,68
R,82
R,23
R,27
L,96
R,91
L,22
L,307
R,7
R,88
R,69
R,57
R,86
L,213
L,891
R,40
L,30
L,73
R,67
L,54
L,146
L,53
L,47
R,85
R,15
R,97
L,1
L,167
R,71
L,30
L,71
L,95
R,11
R,85
R,45
L,45
L,12
R,90
L,551
L,595
R,69
R,99
R,756
R,96
L,73
R,965
L,62
L,82
L,36
L,64
R,66
L,30
R,64
L,83
R,80
L,59
R,62
R,410
R,67
L,377
L,10
R,10
L,701
L,99
L,79
L,561
R,65
L,25
R,24
L,72
L,52
L,42
R,42
R,63
L,67
L,96
L,65
R,17
L,852
L,63
L,79
R,86
R,56
R,49
R,51
L,27
L,39
R,30
R,32
L,2
R,134
L,57
R,29
R,96
R,24
L,30
R,310
R,58
L,89
L,727
R,956
L,98
R,116
L,221
L,16
R,21
R,31
R,25
R,344
R,67
R,66
R,67
R,48
R,52
R,57
L,9
L,548
L,68
R,83
R,988
L,264
R,62
R,67
R,32
L,96
R,96
R,468
R,69
R,43
R,31
L,9
R,98
L,10
R,10
L,16
L,84
L,746
R,72
R,62
R,412
L,679
L,21
L,82
L,89
R,23
L,552
R,7
R,749
L,36
L,693
L,27
L,57
R,98
L,91
L,128
R,278
R,84
L,79
L,65
R,49
R,911
L,77
R,867
L,76
L,14
L,66
L,534
L,96
L,68
R,22
R,808
R,174
L,40
R,93
R,22
L,15
R,816
R,584
L,50
R,950
L,9
R,69
R,40
L,37
L,85
L,615
L,63
L,24
L,76
R,8
R,92
R,12
L,74
L,92
R,15
L,7
L,84
L,24
R,68
R,94
R,55
R,37
L,988
R,88
R,13
L,42
R,929
L,25
L,875
L,242
L,59
L,89
L,197
R,87
L,54
R,43
L,845
L,30
R,3
L,17
R,77
L,53
L,24
L,72
L,84
L,12
L,99
R,45
R,85
R,27
L,90
R,868
R,98
L,955
R,89
L,74
L,26
R,47
L,299
R,52
L,14
R,75
R,406
L,78
L,27
R,37
L,4
R,83
R,48
R,853
L,79
L,931
R,89
R,42
L,29
R,29
R,66
R,25
R,68
L,8
R,220
R,29
R,55
L,15
L,61
R,56
R,298
R,667
L,86
R,54
L,92
L,91
R,839
R,638
L,25
R,82
R,39
R,66
R,62
L,86
L,672
L,76
R,34
L,2
L,84
L,78
R,39
R,70
R,307
L,557
L,3
L,66
R,9
R,479
R,11
R,85
R,92
L,88
R,343
R,510
L,53
L,773
L,27
L,48
R,56
L,95
R,48
L,60
R,41
L,95
R,53
R,87
L,87
R,6
R,45
R,49
L,53
R,4
R,71
L,86
R,64
L,79
L,11
L,37
R,27
R,58
R,42
R,29
L,29
L,60
L,40
R,76
R,57
R,67
R,85
R,11
R,65
L,61
L,88
L,97
L,15
R,46
L,22
R,13
R,63
L,7
R,7
R,31
L,43
R,24
R,3
L,15
R,9
R,91
R,38
R,4
L,20
R,20
L,23
L,37
L,10
L,44
R,11
L,49
L,4
L,28
L,47
R,45
L,23
L,44
R,30
L,30
L,43
R,20
L,19
L,49
R,41
L,41
L,9
L,42
L,35
L,19
R,39
L,2
R,44
R,7
L,36
L,7
L,18
R,15
R,19
R,45
L,1
L,49
L,37
L,14
L,41
L,34
R,26
R,46
L,6
R,16
L,1
R,47
